truckingcompanyid,productid,distanceinmiles,fuelcost,linehaulcost,source,destination
4997,12,3406.2,5.21,123.49,Long Beach,San Diego
9187,13,1557.12,6.93,636.14,Oklahoma City,Dallas
1414,21,3308.88,5.1,186.45,Virginia Beach,San Jose
6114,6,389.28,4.67,1530.53,Albuquerque,Sacramento
8846,24,875.88,4.28,359.83,Kansas City,Louisville
3900,8,875.88,5.46,1234.08,Boston,Baltimore
2510,24,291.96,4.99,459.56,Colorado Springs,Miami
4561,22,2919.6,6.19,106.53,Tampa,Seattle
7420,7,1751.76,5.51,66,Indianapolis,Mesa
9699,11,2530.32,5.72,272.89,Albuquerque,Philadelphia
7062,1,486.6,3.8,1784.69,Nashville,Seattle
8870,9,2530.32,6.64,171.54,El Paso,Tampa
9780,15,973.2,7.45,316.73,Seattle,Memphis
5382,12,1557.12,5.84,756.64,Baltimore,Columbus
8931,21,583.92,6.43,931.22,Omaha,Minneapolis
2327,1,486.6,4.59,1286.07,Miami,Atlanta
7732,9,194.64,6.03,599.24,Denver,Boston
1237,4,486.6,3.87,289.93,Kansas City,Tucson
2137,17,2919.6,4.38,625.92,Tampa,Seattle
4869,11,1167.84,4.5,521.71,Philadelphia,Seattle
2678,12,2724.96,5.76,112.84,Minneapolis,Seattle
5007,9,3016.92,4.81,169.34,San Francisco,Tulsa
6358,7,194.64,6.31,6085.95,Baltimore,Albuquerque
9123,4,1265.16,6.67,475.29,Memphis,Charlotte
6350,8,389.28,4.16,688.6,Virginia Beach,Tampa
4769,13,1265.16,5.03,245.58,Tulsa,Fresno
7901,23,486.6,6.31,875.98,Albuquerque,Las Vegas
3973,10,194.64,4.53,6384.16,Los Angeles,Houston
8247,11,2919.6,8.04,40.27,Austin,Raleigh
6973,21,583.92,5.85,1091.1,Virginia Beach,New Orleans
5663,2,1167.84,5.36,564.24,Detroit,Sacramento
2276,2,2141.04,4.61,63.97,Milwaukee,Dallas
1857,5,2919.6,5.57,86.36,San Jose,Omaha
4945,16,1557.12,4.91,119.21,Austin,Las Vegas
6242,9,2724.96,5.16,307.68,Washington,Tampa
2559,13,1751.76,7.01,119.99,Albuquerque,New Orleans
5533,15,1849.08,4.7,262.44,Oklahoma City,Philadelphia
5381,16,1265.16,5.75,562.25,Oakland,Albuquerque
1861,5,1654.44,3.55,858.7,Louisville,Minneapolis
3895,23,3990.12,6.05,47.3,Virginia Beach,Chicago
8738,24,583.92,5.72,631.52,Indianapolis,Austin
6087,11,1557.12,6.03,151.58,Milwaukee,Charlotte
6386,18,1459.8,5.25,292.83,Detroit,Colorado Springs
3730,18,2335.68,3.21,149.2,Virginia Beach,Washington
9506,6,1654.44,5.69,138.13,Colorado Springs,El Paso
5822,21,97.32,5.63,6184.56,Tulsa,Tampa
9790,6,1070.52,5.73,143.62,Los Angeles,Fort Worth
4624,5,1070.52,5.77,236.28,Atlanta,Tampa
3048,6,1654.44,4.55,473.83,Las Vegas,Virginia Beach
2715,11,3211.56,4.42,25.56,San Jose,Long Beach
1611,10,1459.8,4.27,548.29,Dallas,Detroit
6101,6,1265.16,6.09,223.68,El Paso,Mesa
5148,16,97.32,4.48,1867.83,Boston,El Paso
9936,21,2919.6,5.78,212.22,Houston,Fresno
1212,4,778.56,6.45,3000.73,Atlanta,Louisville
7052,5,778.56,5.05,792.06,Memphis,Washington
2036,9,2919.6,3.61,28.63,Miami,Jacksonville
2515,22,2043.72,6.25,408.76,Oakland,Detroit
9187,6,1849.08,3.26,211.38,Arlington,Baltimore
1227,14,1751.76,5.82,1328.51,Phoenix,Nashville
8751,7,4087.44,5.44,110.16,San Diego,New Orleans
7791,24,486.6,5.51,220.66,Milwaukee,Sacramento
3736,3,1362.48,5.93,835.74,Arlington,Mesa
8345,13,778.56,6.18,1033.83,Louisville,Atlanta
9288,12,389.28,6.48,302.4,Indianapolis,Boston
9395,1,97.32,4.62,1491.68,Jacksonville,Fort Worth
9323,6,1849.08,3.22,176.16,Baltimore,Austin
8683,14,1459.8,7.8,108.64,El Paso,San Antonio
9451,2,97.32,6.47,4429.76,Indianapolis,San Francisco
1134,20,194.64,3.33,996.57,Tulsa,Arlington
2038,11,2919.6,5.17,154.58,Mesa,Phoenix
4162,22,2238.36,5.21,549.28,Virginia Beach,Boston
5044,8,3600.84,5.53,132.91,Miami,Phoenix
2346,20,194.64,5.51,1005.18,New Orleans,Tampa
3835,9,2724.96,6.5,53.12,Phoenix,Tucson
4637,21,3503.52,6.12,150.89,Austin,Tulsa
5680,9,1557.12,5.94,673.63,Mesa,Denver
4659,18,2919.6,5.86,200.01,Tulsa,Indianapolis
9577,14,1849.08,3.73,94.34,Tucson,Columbus
7425,24,1654.44,7.28,759.29,Albuquerque,Charlotte
4557,1,1459.8,4.01,701.91,Nashville,San Diego
1850,23,389.28,6.21,892.59,Charlotte,Denver
5360,16,2919.6,5.95,499.81,Long Beach,Fort Worth
9139,20,2530.32,4.79,279.07,Miami,San Francisco
9263,12,486.6,4.69,580.27,Colorado Springs,Virginia Beach
1514,3,1362.48,6.29,152.98,Phoenix,Denver
1395,9,389.28,6.22,783.28,Jacksonville,San Diego
5180,19,875.88,6.17,356.67,Oklahoma City,San Francisco
3642,13,1070.52,6.43,121.39,Philadelphia,Indianapolis
4243,23,2530.32,5.29,120.18,Virginia Beach,Seattle
6533,15,3016.92,6.11,416.3,Fresno,Chicago
9108,7,97.32,5.59,18611.15,Fort Worth,Columbus
3825,4,1459.8,5.84,379.82,Austin,Portland
3008,18,973.2,5.41,296.15,Chicago,Fort Worth
7998,1,194.64,5.53,917.58,Portland,Memphis
9214,7,1751.76,5.23,238.44,Austin,Louisville
5565,24,2238.36,4.1,197.87,New Orleans,Las Vegas
3613,3,3016.92,6.31,83.72,Atlanta,Philadelphia
1065,11,291.96,4.93,825.9,Louisville,Albuquerque
4855,15,2335.68,4.92,136.33,Tulsa,Nashville
2775,8,2433,5.39,139.35,Phoenix,Baltimore
4858,14,2141.04,5.67,524.49,Nashville,Oakland
7765,19,778.56,3.91,917.41,Omaha,Tampa
4017,3,194.64,5.93,1030.03,Tampa,New Orleans
6756,21,2335.68,4.17,44.28,Denver,Long Beach
1136,24,1751.76,5.1,282.15,San Diego,Portland
9681,15,2141.04,5.8,42.48,Raleigh,Denver
7565,20,875.88,4.76,337.18,Memphis,Denver
1914,21,1946.4,6.58,172.2,Atlanta,Indianapolis
1555,20,1362.48,5.27,428.89,Atlanta,Nashville
9608,9,2724.96,6.4,301.59,Austin,Colorado Springs
4921,6,583.92,5.59,840.44,San Diego,Columbus
9736,21,291.96,6.12,783.47,Jacksonville,Charlotte
1220,4,3406.2,5.57,126.5,Miami,San Antonio
8711,14,3308.88,3.54,119.97,Oakland,Austin
2228,22,194.64,4.93,2886.18,Jacksonville,Columbus
1440,21,583.92,4.44,409.04,Fresno,Omaha
3659,24,2822.28,4.04,192.57,Charlotte,Virginia Beach
6027,8,291.96,4.25,401.55,Sacramento,Tucson
4148,9,1265.16,5.81,176.45,Oakland,Albuquerque
2381,10,1459.8,4.54,514.17,Memphis,Long Beach
6277,2,1265.16,6.62,167.05,El Paso,Dallas
4842,17,1654.44,5.44,63,Atlanta,Washington
5525,20,2724.96,3.8,101.7,Chicago,Milwaukee
6607,17,1654.44,3.56,100.69,Boston,Kansas City
7728,10,389.28,6.67,2859.36,Los Angeles,Philadelphia
3313,22,194.64,5.5,749.96,Baltimore,Albuquerque
4275,20,1070.52,4.82,152.42,Albuquerque,Boston
4352,3,778.56,7.7,1313.77,Boston,Fort Worth
2814,6,875.88,6,28.99,Detroit,Tucson
8546,17,2627.64,5.41,404.37,Baltimore,Chicago
3233,7,778.56,6.2,1398.27,Washington,Jacksonville
7428,8,1654.44,4.43,294.91,Mesa,Seattle
3151,22,2141.04,5.15,84.44,Kansas City,San Francisco
1981,3,1557.12,4.64,633.52,El Paso,Philadelphia
6142,3,194.64,4.42,1502.39,Detroit,Portland
4328,15,875.88,4.84,210.35,Memphis,Denver
5906,1,1070.52,5.42,647.42,Las Vegas,Kansas City
5303,23,2043.72,5.99,251.84,Boston,Miami
7372,12,3503.52,4.45,186.12,Colorado Springs,Chicago
1877,12,778.56,5.1,316.7,Fresno,Miami
1368,23,1167.84,5.59,824.94,Portland,Kansas City
6089,15,291.96,5.08,807.33,Arlington,Minneapolis
3971,4,778.56,4.3,300.65,Columbus,El Paso
2675,3,291.96,6.25,1117.68,Mesa,Kansas City
9932,15,1557.12,4.91,544.19,Charlotte,Milwaukee
9618,11,1946.4,6.63,150.4,New Orleans,Baltimore
9753,7,973.2,5.82,606.24,Mesa,Oklahoma City
8323,24,3698.16,4.91,45.86,Jacksonville,New Orleans
8141,22,3406.2,4.84,434.53,Raleigh,Philadelphia
4504,14,486.6,6.71,2686.46,San Jose,Charlotte
5384,16,583.92,3.79,776.59,Fort Worth,San Antonio
4446,11,2822.28,5.76,240.55,Milwaukee,Los Angeles
8728,18,1849.08,6.66,99.32,Las Vegas,Minneapolis
6536,4,1751.76,4.4,59.85,Phoenix,Nashville
8322,20,1167.84,5.93,230.54,Philadelphia,Seattle
3762,1,1167.84,3.92,1929.26,Los Angeles,Columbus
2620,20,1654.44,6.11,436.27,Chicago,Washington
1799,12,2335.68,5.78,466.13,Baltimore,Philadelphia
9974,12,1362.48,5.68,343.45,Indianapolis,Milwaukee
1803,10,2724.96,6.03,136.87,Austin,Colorado Springs
5592,22,1167.84,6,1320.8,Miami,Baltimore
1341,2,2530.32,4.15,83.56,Los Angeles,Memphis
4430,18,973.2,4.63,349.83,Tulsa,Atlanta
2311,23,1362.48,5,644.67,Long Beach,Louisville
4498,9,875.88,5.94,208.9,San Francisco,Oklahoma City
9122,7,2724.96,6.87,116.68,El Paso,New Orleans
2189,20,3308.88,4.5,136.22,Tulsa,Fort Worth
2401,6,194.64,7.25,1435.97,Washington,Seattle
7745,6,291.96,6.04,2807.83,Tucson,Baltimore
3250,19,194.64,4.72,513.54,Indianapolis,Denver
9409,15,3990.12,4.85,127.15,Philadelphia,Tulsa
4021,3,583.92,3.75,289.57,Detroit,Seattle
7122,8,1751.76,5.61,309.59,Chicago,Boston
9173,23,875.88,6.88,1789.41,Tucson,Miami
6613,15,1849.08,2.93,254.55,Boston,Omaha
9113,16,875.88,4.88,99.38,Fresno,Long Beach
3181,6,2530.32,6.75,261.7,Washington,Minneapolis
1582,2,1654.44,4.1,597.46,Albuquerque,Charlotte
6969,14,583.92,6.28,2178.58,Washington,Portland
2402,17,1070.52,6.28,942.44,Atlanta,Portland
5342,8,681.24,5.3,385.32,Dallas,Los Angeles
9973,15,1167.84,6.39,735.98,Las Vegas,Charlotte
7216,3,875.88,6.04,235.82,Boston,Jacksonville
7981,1,3698.16,4.26,409.1,San Jose,Tampa
8630,21,1849.08,3.6,429.57,Chicago,El Paso
2626,13,389.28,6.48,1237.36,San Diego,Jacksonville
8494,6,1362.48,5.03,826.5,Washington,Fresno
7601,19,389.28,5.2,2222.84,Las Vegas,Milwaukee
5104,5,3211.56,4.71,244.08,San Francisco,Arlington
3457,20,2627.64,5.91,140.36,Indianapolis,Virginia Beach
5857,10,3990.12,5.17,32.24,Philadelphia,Tulsa
6000,9,1849.08,3.81,75.52,Memphis,Dallas
5822,13,3308.88,5.45,45.57,Miami,San Diego
1697,12,291.96,4.53,159.33,Tampa,Oakland
7929,21,1459.8,6.87,622.67,Los Angeles,Indianapolis
3180,3,1557.12,5.05,228.42,Tampa,Albuquerque
3524,5,291.96,5.2,470.38,Fort Worth,San Jose
8902,13,486.6,6.47,1324.33,San Diego,Fort Worth
3210,12,973.2,5.59,407.43,Jacksonville,El Paso
9651,5,3892.8,5.81,206.42,Oakland,Phoenix
6014,16,3211.56,5.68,16.05,Austin,Virginia Beach
8223,4,291.96,8.75,1355.61,Dallas,Jacksonville
4606,1,2724.96,6.31,358.8,Philadelphia,Fresno
6749,17,3016.92,5.44,209.14,Tulsa,San Francisco
9763,16,486.6,5.24,1596.21,Austin,San Francisco
9082,21,583.92,4.9,766.42,Columbus,San Diego
2212,21,4087.44,6.36,48.02,New Orleans,San Diego
1989,5,4184.76,6.3,64.58,Houston,Tulsa
5363,14,3016.92,4.13,132.83,Oakland,Columbus
2983,18,2627.64,4.66,347.9,Long Beach,San Francisco
8661,11,2919.6,6.38,89.3,Fort Worth,Long Beach
1825,9,1070.52,5.03,769.91,Kansas City,Arlington
3587,20,97.32,4.48,4892.61,Memphis,Louisville
1637,1,1265.16,6.23,270.46,Chicago,San Francisco
6563,12,2724.96,6.94,193.69,Minneapolis,Seattle
3585,6,194.64,6.11,1888.32,Washington,Seattle
4803,12,1654.44,5.03,72.71,Portland,Dallas
9344,16,1849.08,5.08,375,Nashville,Houston
5974,24,3308.88,5.32,609.96,Omaha,Philadelphia
9438,7,1946.4,5.31,883.4,Kansas City,Seattle
7695,24,486.6,4.41,1590.18,Long Beach,Tampa
5626,24,291.96,4.86,2752.04,Indianapolis,Columbus
8193,15,291.96,5.29,4193.07,San Jose,San Antonio
8688,4,973.2,6.59,1414.07,Virginia Beach,Fresno
3254,2,1362.48,5.16,1013.79,Raleigh,Las Vegas
8691,10,3406.2,5.69,262.14,Houston,Colorado Springs
8869,4,681.24,4.69,789.94,Milwaukee,Detroit
4020,9,3016.92,5.71,40.59,Raleigh,San Jose
3971,7,778.56,6.9,626.34,Long Beach,Mesa
3507,23,4184.76,4.02,191.37,Chicago,Minneapolis
1416,20,1654.44,5.1,139.91,Memphis,Austin
4253,3,2822.28,4.05,47.72,Omaha,Austin
8035,20,973.2,6.33,1236.84,Charlotte,Phoenix
9451,21,1751.76,5.6,262.5,Albuquerque,New Orleans
7081,20,291.96,3.91,1157.29,Washington,Nashville
9511,2,2141.04,5.75,569.27,Chicago,Oklahoma City
7067,10,486.6,6.39,1822.82,Long Beach,Kansas City
4750,23,97.32,4.15,11663.18,Nashville,Detroit
6863,18,583.92,5.72,861.34,San Diego,Los Angeles
1956,9,583.92,4.94,164.41,Denver,Oklahoma City
3583,1,389.28,5.7,451.88,Oklahoma City,Louisville
9537,21,2335.68,4.91,528.07,Denver,Long Beach
7236,22,973.2,5.79,278.09,Columbus,Houston
5047,7,778.56,4.72,857.87,Houston,Jacksonville
1288,12,1557.12,5.28,197.58,Baltimore,Columbus
1520,22,2627.64,4.55,743.2,Tulsa,Washington
2610,17,1362.48,6.56,1028.45,Milwaukee,Oakland
5738,10,1070.52,6.93,497.57,Indianapolis,Philadelphia
9127,13,681.24,6.32,871.55,Indianapolis,San Jose
4991,2,2822.28,6.19,369.85,Mesa,Philadelphia
6702,24,486.6,4.33,207.09,Atlanta,Miami
2231,21,1751.76,3.87,255.36,Boston,Chicago
9784,1,1557.12,4.85,168.8,Milwaukee,Tulsa
9442,6,2724.96,6.7,294.62,Los Angeles,Baltimore
8645,8,97.32,3.8,19459.44,Tampa,Tulsa
4395,16,583.92,4.53,114.8,San Diego,Columbus
9375,6,3308.88,7.58,212.12,San Diego,Miami
8584,20,875.88,4.76,571.7,Kansas City,Tulsa
8433,21,4574.04,6.82,40.3,Los Angeles,Arlington
3746,10,2724.96,5.18,423.65,Austin,Colorado Springs
3408,19,1459.8,4.84,752.73,Washington,Phoenix
3086,19,2335.68,5.15,43.57,Tampa,Detroit
1542,12,1362.48,6.82,113.2,Boston,Mesa
5590,9,1459.8,6.09,116.77,Denver,Houston
1601,16,778.56,5.24,128.04,Nashville,Charlotte
7593,13,97.32,6.97,4002.33,Indianapolis,Seattle
5977,23,1849.08,6.81,465.04,Oklahoma City,Philadelphia
6815,12,4379.4,7.38,412.91,Los Angeles,Tulsa
7286,19,1459.8,5.82,482.37,Long Beach,Memphis
6384,11,389.28,4.37,2966.25,Virginia Beach,Omaha
2206,18,1557.12,5.13,302.88,Chicago,Denver
9054,14,3600.84,3.65,83.84,Los Angeles,Colorado Springs
5928,10,1070.52,4.97,420.82,Omaha,Louisville
1716,24,2822.28,4.53,89.14,San Jose,Colorado Springs
9927,24,291.96,5.04,3130.98,Dallas,Jacksonville
1947,16,97.32,6.58,1308.75,Los Angeles,Chicago
5559,9,778.56,4.86,331.63,Long Beach,Mesa
5021,14,389.28,4.3,1766.59,San Antonio,Chicago
2048,18,583.92,6.66,114.51,San Jose,San Francisco
5461,11,3114.24,4.31,305.84,Charlotte,Tulsa
2815,22,1265.16,5.06,417.72,Detroit,Atlanta
5881,11,2822.28,5.4,105.89,Indianapolis,Minneapolis
1367,24,194.64,6.06,1583.15,Charlotte,Fort Worth
8273,23,1362.48,4.54,140.94,Portland,Omaha
9624,10,1849.08,6.92,438.59,Phoenix,Detroit
2869,22,291.96,3.48,586.67,Austin,Columbus
2616,11,2627.64,6.17,213.63,Nashville,New Orleans
8954,15,3600.84,4.19,770.68,Oakland,San Diego
3390,6,3114.24,6.35,89.74,Austin,Long Beach
7893,5,1751.76,3.89,502.91,Dallas,Las Vegas
9459,19,2433,5.58,173.56,Atlanta,Jacksonville
1262,14,4282.08,4.76,74.03,Chicago,Tulsa
4765,12,1362.48,6.72,362.97,Oklahoma City,Colorado Springs
4428,19,973.2,5.64,1150.76,Charlotte,Phoenix
6095,21,1751.76,6.64,246.33,Long Beach,Oklahoma City
2104,2,389.28,4.86,1739.64,Memphis,Albuquerque
2274,17,291.96,6.49,1381.88,Dallas,Jacksonville
9615,3,389.28,5.3,416.96,Dallas,Fort Worth
7474,22,291.96,5.07,1917.42,Charlotte,Seattle
7187,11,1654.44,2.89,572.57,El Paso,Colorado Springs
1285,3,1265.16,6.7,54.53,El Paso,Dallas
7538,10,681.24,5.12,619.81,Raleigh,Fresno
2271,13,2238.36,5.62,159.7,Nashville,Minneapolis
4340,15,1167.84,6.74,300.03,Sacramento,Tampa
2692,23,194.64,4.23,2491.99,Oklahoma City,Las Vegas
7231,1,1654.44,6.68,146.37,Mesa,Seattle
9028,9,2627.64,5.8,243.81,New Orleans,Nashville
3409,19,973.2,5.32,403.74,Baltimore,Washington
2066,4,583.92,4.52,126.83,El Paso,San Francisco
7040,11,4282.08,5.74,152.22,Arlington,Phoenix
9072,23,1070.52,6.2,318.17,Baltimore,Raleigh
4560,5,3600.84,3.84,62.09,Austin,Tampa
1441,16,2627.64,6.19,70.29,Miami,Charlotte
1852,12,2627.64,6.93,360.67,Kansas City,Austin
9141,8,2433,4.71,954.06,Jacksonville,Atlanta
1553,23,778.56,6.64,754.9,Austin,Chicago
2533,19,3600.84,5.89,76.5,Raleigh,Houston
5764,19,3503.52,4.72,37.19,Colorado Springs,Chicago
2098,4,583.92,5.56,1138.07,Mesa,Raleigh
5469,16,291.96,5.35,2614.14,Austin,San Diego
1597,22,3406.2,5.58,694.06,Long Beach,San Diego
1844,8,875.88,6.31,556.24,Milwaukee,Omaha
3426,2,681.24,4.85,1870.98,Washington,Las Vegas
6069,1,2627.64,5.68,636.79,San Jose,Atlanta
5996,12,194.64,5.96,4560.07,San Diego,Philadelphia
8750,20,3016.92,7.71,63.54,Fort Worth,Virginia Beach
8257,15,97.32,5.86,4323.01,Mesa,Fresno
6100,12,973.2,4.87,587.93,Kansas City,Tampa
2684,1,2043.72,6.15,56.42,Long Beach,El Paso
7703,15,681.24,5.05,771.81,Albuquerque,Colorado Springs
5895,6,778.56,4.88,346.42,Portland,Seattle
2293,3,583.92,6.37,1439.74,San Francisco,San Jose
3638,7,486.6,5.25,1222.31,San Francisco,Boston
9003,21,2433,3.84,79.3,San Diego,Tucson
4504,10,1946.4,3.94,54.49,San Francisco,Sacramento
1243,21,875.88,5.01,204.74,Portland,Mesa
2973,18,875.88,5.16,1047.45,Arlington,Omaha
8447,24,1362.48,6.99,352.77,Milwaukee,Indianapolis
9646,23,2530.32,6.36,315.19,Arlington,Nashville
4971,2,97.32,7.48,19751.22,Louisville,Memphis
4224,21,1070.52,5.33,493.1,Nashville,Fresno
4355,17,97.32,5.62,4433.41,Nashville,El Paso
3418,24,875.88,6.99,1295.98,Fresno,Long Beach
6923,7,1946.4,6.09,474.27,Oklahoma City,Phoenix
1187,23,2043.72,5.27,47.32,Baltimore,Dallas
9159,2,1849.08,5.86,286.66,San Diego,Las Vegas
2940,12,486.6,5.85,1137.4,Las Vegas,Albuquerque
6591,10,3503.52,6.26,175.31,Dallas,Oakland
6456,7,875.88,6.44,320.08,Austin,Los Angeles
2977,17,486.6,3.9,1550,Detroit,Louisville
2976,17,2238.36,4.68,65.9,Portland,Arlington
9142,20,389.28,6.31,1497.71,Indianapolis,Boston
5783,17,291.96,6.69,3071.39,Indianapolis,Washington
1324,1,3795.48,4.53,246.91,Dallas,Tampa
1741,7,486.6,5.74,262.66,Seattle,Nashville
2121,13,2433,5.58,120.05,Albuquerque,San Antonio
9259,9,2724.96,6.3,213.45,Albuquerque,Houston
6308,19,1362.48,5.76,541.42,Portland,Jacksonville
8407,7,1946.4,4.81,125.73,Charlotte,Mesa
1249,22,1070.52,5.37,170.81,Sacramento,Oklahoma City
1842,10,2335.68,5.5,109.99,Indianapolis,Raleigh
1683,21,291.96,7.18,1636.27,Philadelphia,Dallas
7667,10,389.28,6.67,1500.54,Virginia Beach,Tampa
9141,20,1751.76,6.13,58.99,Miami,Detroit
3708,3,2043.72,5.05,163.1,Seattle,Colorado Springs
5784,12,2724.96,3.61,133.79,Minneapolis,Seattle
9497,12,3308.88,5.42,549.66,Minneapolis,Jacksonville
4124,10,3016.92,6.6,927.36,Raleigh,San Jose
4507,20,778.56,7.01,757.68,Austin,Denver
4326,10,583.92,5.14,1330.7,Fort Worth,San Antonio
1514,24,291.96,8.03,2629.1,Boston,Seattle
9867,4,1946.4,5.68,198.24,El Paso,Los Angeles
4697,6,1167.84,4.98,486.92,Denver,Milwaukee
6589,9,1751.76,4.47,534.82,Houston,El Paso
9707,1,2627.64,6.72,125.72,Virginia Beach,Indianapolis
1035,24,3308.88,4.56,59.81,Atlanta,Chicago
4641,3,3211.56,6.04,121.07,Charlotte,Tampa
3099,16,778.56,6.12,487.03,Oklahoma City,Indianapolis
8072,22,1459.8,5.3,254.31,Fort Worth,Memphis
7149,3,97.32,7.34,2978.89,Oklahoma City,Portland
1947,22,3600.84,6.18,42.89,Phoenix,Miami
3723,7,3114.24,5.98,55.97,Indianapolis,Arlington
7424,3,1362.48,5.31,207.51,Minneapolis,Albuquerque
5800,2,1654.44,3.57,244.99,Omaha,Nashville
1066,23,1849.08,5.78,204.85,Fresno,Charlotte
4354,19,4184.76,3.84,151.14,Phoenix,Tampa
2224,4,2919.6,5.47,149.53,Kansas City,San Diego
6698,5,1070.52,5.76,299.59,Mesa,Minneapolis
6946,13,1459.8,7.17,98.14,Denver,Fresno
5589,18,1654.44,4.69,191.91,Dallas,Portland
2630,8,2530.32,5.27,430.39,Los Angeles,Memphis
3688,1,2043.72,4.56,1062.91,San Jose,Milwaukee
8373,10,973.2,5.55,237.07,Philadelphia,San Francisco
3308,9,1265.16,3.02,95.83,Washington,San Antonio
8418,11,973.2,5.16,423.39,Raleigh,Milwaukee
3533,23,4184.76,5.43,119.38,Philadelphia,Arlington
9092,24,97.32,6.35,2411.25,New Orleans,Arlington
3577,1,1362.48,6.68,328.87,Oakland,Milwaukee
7692,2,2141.04,4.6,84.69,Indianapolis,Colorado Springs
1704,6,97.32,5.99,1637.53,San Francisco,Indianapolis
7188,9,875.88,6.14,260.51,Atlanta,Minneapolis
4374,16,1849.08,4.95,146.2,Louisville,San Jose
7827,16,583.92,6.59,401.12,Atlanta,Milwaukee
7420,11,2238.36,4.91,18.3,Phoenix,Memphis
4049,9,2822.28,7.38,134.98,Charlotte,Virginia Beach
4837,7,2919.6,5.25,319.09,Columbus,Virginia Beach
4046,2,194.64,4.35,3218.39,Austin,Dallas
9264,7,3892.8,5.9,128.81,New Orleans,San Jose
9497,1,778.56,5.34,498.52,Las Vegas,Denver
1284,10,97.32,7.17,4575.36,Omaha,Raleigh
9854,17,3016.92,4.45,38.38,San Francisco,Tulsa
7082,11,486.6,6.14,763.42,San Francisco,Boston
5136,1,1849.08,6.36,70.42,Tampa,Louisville
1956,7,1654.44,6.28,352.07,Las Vegas,Virginia Beach
2450,5,1362.48,5.7,354.81,New Orleans,Sacramento
2005,4,291.96,5.15,478.94,Austin,San Diego
7516,13,3016.92,5.55,302.77,Jacksonville,Long Beach
7673,12,1849.08,6.19,558.25,Mesa,San Francisco
3600,12,4184.76,4.67,112.3,Minneapolis,Chicago
8464,10,1070.52,6.03,159.72,Tulsa,Sacramento
6272,18,1167.84,5.22,936.15,Chicago,Charlotte
3245,15,1751.76,5.12,186.47,Portland,Virginia Beach
7480,12,291.96,5.91,673.59,Kansas City,Raleigh
2102,3,3114.24,4.11,19.56,Houston,Sacramento
4147,10,3406.2,5.1,394.48,Oakland,San Jose
8940,8,291.96,5.82,1181.14,Kansas City,Mesa
4465,5,3795.48,6.67,87.65,Houston,Long Beach
5876,13,291.96,4.73,3268.91,Baltimore,Tucson
4442,22,3308.88,5.61,148.48,San Diego,Miami
3686,7,97.32,6.35,2698.36,Kansas City,Atlanta
2746,19,875.88,5.13,72.72,Fresno,Oklahoma City
4415,23,681.24,4.57,1031.85,San Diego,Charlotte
3569,15,2724.96,5.23,63.86,Minneapolis,Seattle
5656,21,1070.52,5.62,673.38,San Francisco,Las Vegas
3451,22,97.32,4.89,6887.67,Omaha,Raleigh
9023,3,1946.4,4.99,54.23,Tulsa,Las Vegas
6082,21,486.6,5.28,1968.9,Boston,San Francisco
1510,19,1654.44,4.57,261.95,Fresno,Indianapolis
4072,4,583.92,5.34,879.24,Indianapolis,Nashville
5895,10,2433,3.44,122.72,Phoenix,Baltimore
2363,24,389.28,6.78,1305.8,Fresno,Kansas City
8674,6,97.32,6.73,8950.55,Milwaukee,Albuquerque
2424,8,875.88,5.56,375.03,Los Angeles,Austin
9707,4,1654.44,4.39,594.13,Las Vegas,San Jose
6248,4,778.56,4.03,245.19,Boston,Fort Worth
8758,14,97.32,3.67,2551.91,Washington,Denver
2787,12,1459.8,4.4,202.97,Detroit,Colorado Springs
8037,14,3016.92,5.59,76,Philadelphia,Atlanta
2088,18,875.88,6.82,1176.45,San Jose,Denver
2331,12,1849.08,5.64,1092.36,Denver,Kansas City
9703,1,2335.68,5.65,99.73,Oakland,Boston
7940,14,1362.48,7.36,201.41,Tucson,Denver
6678,5,875.88,5.19,318.33,Baltimore,Boston
7512,18,3308.88,6.24,63.31,Los Angeles,Sacramento
3599,17,4087.44,6.61,240.35,New Orleans,San Diego
1127,6,3211.56,5.57,47.21,Philadelphia,Colorado Springs
7770,10,486.6,4.27,640.7,Atlanta,Albuquerque
7033,3,389.28,5.24,300.93,Miami,Kansas City
2888,7,1459.8,4.78,262.94,Philadelphia,Boston
5581,19,875.88,5.73,282.5,Denver,San Jose
4134,9,681.24,4.67,774.24,Miami,Arlington
5982,18,1751.76,5.72,277.32,Washington,Los Angeles
1176,11,583.92,5.36,324.94,Long Beach,Atlanta
4869,5,681.24,6.5,432.1,Denver,Portland
3806,6,486.6,6,681.59,Dallas,Houston
5864,18,1362.48,5.76,163.77,Albuquerque,Seattle
3930,17,1459.8,3.25,234.37,Denver,Houston
4418,22,2141.04,5.41,487.99,Charlotte,Atlanta
1287,20,2238.36,6.99,300.05,Columbus,Atlanta
6430,8,681.24,6.35,123.62,Denver,Portland
6835,8,1751.76,7.73,95.04,Boston,Colorado Springs
6701,24,1557.12,5.25,713.96,Oakland,Louisville
6554,22,1362.48,5.49,78.79,San Francisco,Baltimore
8554,10,1167.84,5.01,809.5,Sacramento,Detroit
7294,7,2822.28,5.78,116.03,Boston,New Orleans
